Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.743364,5.474,5.346,0.108,4.951,4.951
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.751542,8.178,8.136,0.123,4.91,4.91
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.75817,6.628,6.663,0.119,4.944,4.944
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.763068,4.898,5.039,0.12,5.085,5.085
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.768737,5.669,5.567,0.135,4.982,4.982
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.775967,7.23,7.199,0.105,4.952,4.952
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.780942,4.975,5.047,0.116,5.024,5.024
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.785935,4.993,5.094,0.122,5.125,5.125
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.791486,5.551,5.347,0.111,4.92,4.92
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.79658,5.093,5.651,0.127,5.478,5.478
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.802075,5.495,5.032,0.119,5.015,5.015
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.807234,5.159,5.119,0.11,4.976,4.976
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.812467,5.234,5.533,0.12,5.275,5.275
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.81775,5.283,4.994,0.126,4.986,4.986
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.823021,5.27,5.228,0.114,4.944,4.944
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.828026,5.006,5.268,0.108,5.206,5.206
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.833413,5.387,5.377,0.113,5.196,5.196
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.83863,5.217,4.995,0.144,4.974,4.974
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.844242,5.612,5.522,0.108,4.885,4.885
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.852263,8.021,8.15,0.117,5.014,5.014
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.858439,6.175,6.16,0.114,4.999,4.999
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.864083,5.644,5.535,0.122,4.89,4.89
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.869384,5.3,5.259,0.128,4.848,4.848
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.874381,4.998,5.032,0.115,4.882,4.882
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.879841,5.46,5.415,0.106,4.837,4.837
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.885129,5.288,5.378,0.106,4.928,4.928
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.889997,4.868,5.01,0.133,5.069,5.069
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.896061,6.064,6.055,0.098,5.06,5.06
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.900972,4.911,5.042,0.117,5.191,5.191
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.905941,4.969,5.063,0.117,5.286,5.286
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.911542,5.602,5.086,0.115,4.769,4.769
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.916624,5.081,5.343,0.116,5.031,5.031
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.92187,5.247,5.333,0.115,5.117,5.117
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.926896,5.025,5.028,0.137,5.12,5.12
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.932668,5.772,5.534,0.115,4.882,4.882
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.937471,4.804,5.083,0.137,5.161,5.161
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.942896,5.424,5.337,0.108,5.074,5.074
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.950919,8.023,7.964,0.126,5.015,5.015
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.957437,6.518,6.454,0.111,4.952,4.952
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.962626,5.189,5.383,0.108,5.146,5.146
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.967553,4.927,5.029,0.114,5.247,5.247
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.9736,6.046,5.67,0.103,4.87,4.87
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.978187,4.587,4.989,0.12,5.272,5.272
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.9839,5.713,5.192,0.119,4.751,4.751
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.989026,5.126,5.294,0.117,4.919,4.919
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.994146,5.12,5.311,0.115,5.11,5.11
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,2.999623,5.477,5.354,0.115,4.987,4.987
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.005088,5.465,5.351,0.118,4.873,4.873
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.010304,5.216,5.326,0.124,4.982,4.982
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.015234,4.93,5.035,0.141,5.088,5.088
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.020623,5.389,5.035,0.121,4.734,4.734
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.025916,5.293,5.5,0.114,4.941,4.941
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.031084,5.168,5.269,0.116,5.042,5.042
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.036044,4.96,5.031,0.135,5.113,5.113
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.04212,6.076,5.819,0.103,4.856,4.856
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.050663,8.543,8.662,0.14,4.974,4.974
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.056764,6.101,6.101,0.105,4.974,4.974
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.061545,4.782,5.117,0.116,5.31,5.31
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.067059,5.513,5.222,0.117,5.018,5.018
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.072075,5.017,5.015,0.118,5.016,5.016
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.076978,4.902,5.087,0.132,5.2,5.2
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.082419,5.441,5.317,0.119,5.076,5.076
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.087932,5.512,5.401,0.107,4.964,4.964
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.092819,4.887,5.114,0.14,5.192,5.192
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.098432,5.613,5.712,0.129,5.291,5.291
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.103514,5.082,5.076,0.114,5.285,5.285
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.108534,5.02,4.971,0.122,5.236,5.236
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.114282,5.748,5.209,0.111,4.696,4.696
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.119397,5.115,5.313,0.115,4.894,4.894
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.124441,5.043,5.388,0.125,5.239,5.239
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.129793,5.353,5.138,0.114,5.024,5.024
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.135051,5.257,5.407,0.112,5.173,5.173
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.140523,5.473,5.345,0.106,5.045,5.045
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.149136,8.613,8.543,0.131,4.975,4.975
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.154891,5.755,5.735,0.115,4.955,4.955
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.159971,5.08,5.327,0.113,5.201,5.201
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.165164,5.193,5.165,0.124,5.173,5.173
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.170623,5.459,5.028,0.111,4.742,4.742
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.17594,5.317,5.465,0.111,4.889,4.889
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.181003,5.063,5.3,0.113,5.126,5.126
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.186551,5.548,5.295,0.113,4.873,4.873
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.191992,5.441,5.507,0.107,4.939,4.939
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.197343,5.35,5.742,0.115,5.331,5.331
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.202534,5.191,5.077,0.124,5.216,5.216
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.208104,5.57,5.42,0.112,5.066,5.066
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.213642,5.538,5.424,0.105,4.953,4.953
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.218917,5.275,5.347,0.116,5.025,5.025
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.223767,4.85,5.048,0.112,5.223,5.223
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.229654,5.888,5.503,0.101,4.839,4.839
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.23532,5.665,5.79,0.121,4.964,4.964
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.240426,5.106,5.008,0.111,4.865,4.865
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.248697,8.271,8.492,0.131,5.086,5.086
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.25542,6.723,6.538,0.123,4.901,4.901
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.260401,4.981,5.298,0.114,5.218,5.218
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.265468,5.067,5.082,0.172,5.234,5.234
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.271076,5.608,5.275,0.105,4.901,4.901
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.276162,5.086,5.339,0.115,5.153,5.153
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.281398,5.236,5.078,0.117,4.995,4.995
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.286603,5.205,5.247,0.122,5.037,5.037
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.292002,5.398,5.311,0.119,4.95,4.95
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.29714,5.139,5.761,0.105,5.573,5.573
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.302693,5.553,5.146,0.12,5.166,5.166
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.307911,5.218,5.1,0.129,5.047,5.047
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.313236,5.325,5.139,0.116,4.861,4.861
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.318345,5.109,5.333,0.112,5.085,5.085
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.323867,5.522,5.326,0.118,4.889,4.889
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.329169,5.301,5.417,0.122,5.005,5.005
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.334327,5.158,5.109,0.118,4.956,4.956
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.340116,5.79,5.763,0.105,4.929,4.929
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.348445,8.329,8.379,0.12,4.979,4.979
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.354586,6.141,6.194,0.118,5.032,5.032
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.3595,4.914,5.074,0.127,5.192,5.192
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.365054,5.554,5.297,0.11,4.934,4.934
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.370202,5.148,5.309,0.112,5.096,5.096
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.37554,5.337,5.05,0.127,4.808,4.808
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.381276,5.737,5.896,0.1,4.968,4.968
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.385808,4.532,5.015,0.119,5.45,5.45
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.391188,5.379,5.048,0.151,5.119,5.119
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.396578,5.391,5.361,0.139,5.089,5.089
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.403124,6.546,6.392,0.097,4.935,4.935
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.407774,4.65,5.015,0.152,5.3,5.3
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.41277,4.995,5.048,0.126,5.353,5.353
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.418428,5.658,5.333,0.119,5.027,5.027
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.42345,5.022,5.025,0.126,5.03,5.03
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.428437,4.988,5.036,0.115,5.079,5.079
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.434025,5.588,5.429,0.113,4.92,4.92
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.43912,5.095,5.354,0.117,5.179,5.179
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.444656,5.536,5.349,0.112,4.992,4.992
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.452577,7.921,7.91,0.108,4.981,4.981
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.459027,6.45,6.445,0.115,4.975,4.975
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.464079,5.052,5.061,0.117,4.985,4.985
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.469186,5.107,5.091,0.113,4.968,4.968
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.4748,5.614,5.468,0.11,4.822,4.822
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.48004,5.239,5.409,0.123,4.992,4.992
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.484825,4.785,5.079,0.115,5.285,5.285
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.490662,5.837,5.145,0.13,4.593,4.593
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.495677,5.015,5.477,0.114,5.055,5.055
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.501028,5.351,5.435,0.111,5.139,5.139
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.50591,4.882,5.027,0.112,5.284,5.284
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.511506,5.596,5.267,0.111,4.955,4.955
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.516791,5.285,5.685,0.121,5.355,5.355
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.521884,5.092,5.056,0.117,5.319,5.319
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.527273,5.389,5.056,0.126,4.986,4.986
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.533028,5.756,5.738,0.114,4.968,4.968
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.537123,4.095,5.034,0.117,5.907,5.907
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.542936,5.813,5.085,0.126,5.179,5.179
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.551599,8.663,8.47,0.121,4.986,4.986
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.558195,6.596,6.65,0.113,5.04,5.04
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.562962,4.768,5.111,0.199,5.383,5.383
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.568583,5.621,5.06,0.116,4.823,4.823
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.574123,5.54,5.625,0.114,4.909,4.909
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.579083,4.961,5.07,0.113,5.018,5.018
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.584236,5.153,5.29,0.118,5.155,5.155
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.589664,5.427,5.304,0.109,5.032,5.032
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.59475,5.087,5.41,0.111,5.355,5.355
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.599703,4.952,5.069,0.113,5.472,5.472
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.605759,6.056,5.535,0.109,4.951,4.951
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.610705,4.946,5.054,0.128,5.059,5.059
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.615726,5.022,5.416,0.135,5.454,5.454
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.621995,6.269,5.634,0.106,4.819,4.819
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.627289,5.294,5.302,0.096,4.827,4.827
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.631713,4.424,5.142,0.121,5.545,5.545
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.636862,5.149,5.041,0.115,5.437,5.437
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.642729,5.866,5.355,0.104,4.925,4.925
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.650668,7.939,7.932,0.115,4.918,4.918
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.656955,6.287,6.396,0.118,5.027,5.027
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.662151,5.196,5.274,0.158,5.105,5.105
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.667397,5.245,5.332,0.108,5.192,5.192
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.672723,5.326,5.407,0.113,5.273,5.273
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.677709,4.986,5.361,0.117,5.648,5.648
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.682918,5.21,5.043,0.123,5.482,5.482
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.688506,5.588,5.092,0.117,4.986,4.986
Three_Kingdoms.exe,2032,0x0000000006BB2010,DXGI,0,0,1,Hardware Composed: Independent Flip,0,3.693563,5.057,5.291,0.108,5.22,5.22
